"","flight_date","flight_status","departure.airport","departure.timezone","departure.iata","departure.icao","departure.terminal","departure.gate","departure.delay","departure.scheduled","departure.estimated","departure.actual","departure.estimated_runway","departure.actual_runway","arrival.airport","arrival.timezone","arrival.iata","arrival.icao","arrival.terminal","arrival.gate","arrival.baggage","arrival.delay","arrival.scheduled","arrival.estimated","arrival.actual","arrival.estimated_runway","arrival.actual_runway","airline.name","airline.iata","airline.icao","flight.number","flight.iata","flight.icao","flight.codeshared","aircraft","live","flight.codeshared.airline_name","flight.codeshared.airline_iata","flight.codeshared.airline_icao","flight.codeshared.flight_number","flight.codeshared.flight_iata","flight.codeshared.flight_icao","aircraft.registration","aircraft.iata","aircraft.icao","aircraft.icao24"
"3090","2019-12-07","landed","Juanda","Asia/Jakarta","SUB","WARR","1","24",4,"2019-12-07T09:00:00+00:00","2019-12-07T09:00:00+00:00","2019-12-07T09:03:00+00:00","2019-12-07T09:03:00+00:00","2019-12-07T09:03:00+00:00","Lombok International","Asia/Makassar","LOP","WADL","D",NA,NA,NA,"2019-12-07T10:55:00+00:00","2019-12-07T10:55:00+00:00","2019-12-07T10:45:00+00:00","2019-12-07T10:45:00+00:00","2019-12-07T10:45:00+00:00","Lion Air","JT","LNI","646","JT646","LNI646",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3091","2019-12-07","landed","Juanda","Asia/Jakarta","SUB","WARR","2","1",6,"2019-12-07T10:50:00+00:00","2019-12-07T10:50:00+00:00","2019-12-07T10:55:00+00:00","2019-12-07T10:55:00+00:00","2019-12-07T10:55:00+00:00","Lombok International","Asia/Makassar","LOP","WADL","D",NA,NA,NA,"2019-12-07T13:05:00+00:00","2019-12-07T13:05:00+00:00","2019-12-07T12:38:00+00:00","2019-12-07T12:38:00+00:00","2019-12-07T12:38:00+00:00","Malaysia Airlines","MH","MAS","5880","MH5880","MAS5880",NA,NA,NA,"garuda indonesia","ga","gia","364","ga364","gia364",NA,NA,NA,NA
"3092","2019-12-07","landed","Juanda","Asia/Jakarta","SUB","WARR","2","1",6,"2019-12-07T10:50:00+00:00","2019-12-07T10:50:00+00:00","2019-12-07T10:55:00+00:00","2019-12-07T10:55:00+00:00","2019-12-07T10:55:00+00:00","Lombok International","Asia/Makassar","LOP","WADL","D",NA,NA,NA,"2019-12-07T13:05:00+00:00","2019-12-07T13:05:00+00:00","2019-12-07T12:38:00+00:00","2019-12-07T12:38:00+00:00","2019-12-07T12:38:00+00:00","Garuda Indonesia","GA","GIA","364","GA364","GIA364",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3093","2019-12-07","landed","Juanda","Asia/Jakarta","SUB","WARR","1","27",16,"2019-12-07T12:10:00+00:00","2019-12-07T12:10:00+00:00","2019-12-07T12:25:00+00:00","2019-12-07T12:25:00+00:00","2019-12-07T12:25:00+00:00","Lombok International","Asia/Makassar","LOP","WADL","D",NA,NA,3,"2019-12-07T14:05:00+00:00","2019-12-07T14:05:00+00:00","2019-12-07T14:08:00+00:00","2019-12-07T14:08:00+00:00","2019-12-07T14:08:00+00:00","Lion Air","JT","LNI","178","JT178","LNI178",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3094","2019-12-07","landed","Juanda","Asia/Jakarta","SUB","WARR","1","34",20,"2019-12-07T16:20:00+00:00","2019-12-07T16:20:00+00:00","2019-12-07T16:40:00+00:00","2019-12-07T16:40:00+00:00","2019-12-07T16:40:00+00:00","Lombok International","Asia/Makassar","LOP","WADL","D",NA,NA,17,"2019-12-07T18:15:00+00:00","2019-12-07T18:15:00+00:00","2019-12-07T18:31:00+00:00","2019-12-07T18:31:00+00:00","2019-12-07T18:31:00+00:00","Lion Air","JT","LNI","642","JT642","LNI642",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3095","2019-12-07","landed","Ngurah Rai International","Asia/Makassar","DPS","WADD","D","4DOM",1,"2019-12-07T10:50:00+00:00","2019-12-07T10:50:00+00:00","2019-12-07T10:51:00+00:00","2019-12-07T10:51:00+00:00","2019-12-07T10:51:00+00:00","Lombok International","Asia/Makassar","LOP","WADL","D",NA,NA,NA,"2019-12-07T11:35:00+00:00","2019-12-07T11:35:00+00:00","2019-12-07T11:11:00+00:00","2019-12-07T11:11:00+00:00","2019-12-07T11:11:00+00:00","AirAsia","AK","AXM","430","AK430","AXM430",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3096","2019-12-07","landed","Ngurah Rai International","Asia/Makassar","DPS","WADD","D","1",7,"2019-12-07T11:20:00+00:00","2019-12-07T11:20:00+00:00","2019-12-07T11:27:00+00:00","2019-12-07T11:27:00+00:00","2019-12-07T11:27:00+00:00","Lombok International","Asia/Makassar","LOP","WADL","D",NA,NA,NA,"2019-12-07T12:20:00+00:00","2019-12-07T12:20:00+00:00","2019-12-07T11:47:00+00:00","2019-12-07T11:47:00+00:00","2019-12-07T11:47:00+00:00","Garuda Indonesia","GA","GIA","450","GA450","GIA450",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3097","2019-12-07","landed","Ngurah Rai International","Asia/Makassar","DPS","WADD","D","23",16,"2019-12-07T15:00:00+00:00","2019-12-07T15:00:00+00:00","2019-12-07T15:16:00+00:00","2019-12-07T15:16:00+00:00","2019-12-07T15:16:00+00:00","Lombok International","Asia/Makassar","LOP","WADL","D",NA,NA,NA,"2019-12-07T15:40:00+00:00","2019-12-07T15:40:00+00:00","2019-12-07T15:36:00+00:00","2019-12-07T15:36:00+00:00","2019-12-07T15:36:00+00:00","Wings Air (Indonesia)","IW","WON","1848","IW1848","WON1848",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3098","2019-12-07","landed","Ngurah Rai International","Asia/Makassar","DPS","WADD","I","27",8,"2019-12-07T16:50:00+00:00","2019-12-07T16:50:00+00:00","2019-12-07T16:57:00+00:00","2019-12-07T16:57:00+00:00","2019-12-07T16:57:00+00:00","Lombok International","Asia/Makassar","LOP","WADL","D",NA,NA,41,"2019-12-07T17:15:00+00:00","2019-12-07T17:15:00+00:00","2019-12-07T17:56:00+00:00","2019-12-07T17:56:00+00:00","2019-12-07T17:56:00+00:00","Lion Air","JT","LNI","954","JT954","LNI954",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3099","2019-12-01","landed","Polonia","Asia/Jakarta","KNO","WIMM","1","6",NA,"2019-12-01T13:50:00+00:00","2019-12-01T13:50:00+00:00",NA,"2019-12-01T13:49:00+00:00","2019-12-01T13:49:00+00:00","Lhoksumawe","Asia/Jakarta","LSW","WITM",NA,NA,NA,NA,"2019-12-01T14:40:00+00:00","2019-12-01T14:40:00+00:00",NA,"2019-12-01T14:35:00+00:00","2019-12-01T14:35:00+00:00","Wings Air (Indonesia)","IW","WON","1250","IW1250","WON1250",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3100","2019-12-02","landed","Polonia","Asia/Jakarta","KNO","WIMM","1","6",NA,"2019-12-02T13:50:00+00:00","2019-12-02T13:50:00+00:00",NA,"2019-12-02T13:51:00+00:00","2019-12-02T13:51:00+00:00","Lhoksumawe","Asia/Jakarta","LSW","WITM",NA,NA,NA,NA,"2019-12-02T14:40:00+00:00","2019-12-02T14:40:00+00:00",NA,"2019-12-02T14:42:00+00:00","2019-12-02T14:42:00+00:00","Wings Air (Indonesia)","IW","WON","1250","IW1250","WON1250",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3101","2019-12-01","landed","Dobo Airport","Asia/Jayapura","DOB","WAPD",NA,NA,NA,"2019-12-01T10:20:00+00:00","2019-12-01T10:20:00+00:00",NA,NA,NA,"Langgur","Asia/Jayapura","LUV","WAPL",NA,NA,NA,NA,"2019-12-01T10:50:00+00:00","2019-12-01T10:50:00+00:00",NA,"2019-12-01T10:52:00+00:00","2019-12-01T10:52:00+00:00","Wings Air (Indonesia)","IW","WON","1531","IW1531","WON1531",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3102","2019-12-02","landed","Pattimura","Asia/Jayapura","AMQ","WAPP",NA,NA,NA,"2019-12-02T12:25:00+00:00","2019-12-02T12:25:00+00:00",NA,NA,NA,"Langgur","Asia/Jayapura","LUV","WAPL",NA,NA,NA,NA,"2019-12-02T13:50:00+00:00","2019-12-02T13:50:00+00:00",NA,"2019-12-02T14:06:00+00:00","2019-12-02T14:06:00+00:00","Wings Air (Indonesia)","IW","WON","1504","IW1504","WON1504",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3103","2019-12-02","landed","Pattimura","Asia/Jayapura","AMQ","WAPP",NA,NA,NA,"2019-12-02T16:05:00+00:00","2019-12-02T16:05:00+00:00",NA,NA,NA,"Langgur","Asia/Jayapura","LUV","WAPL",NA,NA,NA,NA,"2019-12-02T17:30:00+00:00","2019-12-02T17:30:00+00:00",NA,"2019-12-02T17:41:00+00:00","2019-12-02T17:41:00+00:00","Wings Air (Indonesia)","IW","WON","1508","IW1508","WON1508",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3104","2019-12-07","landed","Pattimura","Asia/Jayapura","AMQ","WAPP",NA,NA,14,"2019-12-07T16:05:00+00:00","2019-12-07T16:05:00+00:00","2019-12-07T16:19:00+00:00","2019-12-07T16:19:00+00:00","2019-12-07T16:19:00+00:00","Langgur","Asia/Jayapura","LUV","WAPF",NA,NA,NA,11,"2019-12-07T17:30:00+00:00","2019-12-07T17:30:00+00:00","2019-12-07T17:40:00+00:00","2019-12-07T17:40:00+00:00","2019-12-07T17:40:00+00:00","Wings Air (Indonesia)","IW","WON","1508","IW1508","WON1508",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3105","2019-12-01","landed","Shanghai Pudong International","Asia/Shanghai","PVG","ZSPD","2",NA,NA,"2019-12-01T01:10:00+00:00","2019-12-01T01:10:00+00:00","2019-12-01T00:50:00+00:00","2019-12-01T01:20:00+00:00","2019-12-01T01:20:00+00:00","Samratulangi","Asia/Makassar","MDC","WAMM","I",NA,NA,NA,"2019-12-01T06:25:00+00:00","2019-12-01T06:25:00+00:00",NA,"2019-12-01T06:02:00+00:00","2019-12-01T06:02:00+00:00","Lion Air","JT","LNI","2750","JT2750","LNI2750",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3106","2019-12-01","landed","Soekarno-Hatta International","Asia/Jakarta","CGK","WIII","2","E3",NA,"2019-12-01T01:55:00+00:00","2019-12-01T01:55:00+00:00",NA,"2019-12-01T01:58:00+00:00","2019-12-01T01:58:00+00:00","Samratulangi","Asia/Makassar","MDC","WAMM",NA,NA,NA,NA,"2019-12-01T06:05:00+00:00","2019-12-01T06:05:00+00:00",NA,"2019-12-01T05:52:00+00:00","2019-12-01T05:52:00+00:00","Batik Air","ID","BTK","6274","ID6274","BTK6274",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PKLBS","B738","B738","8A04CE"
"3107","2019-12-01","landed","Juanda","Asia/Jakarta","SUB","WARR",NA,NA,NA,"2019-12-01T08:10:00+00:00","2019-12-01T08:10:00+00:00",NA,"2019-12-01T08:25:00+00:00","2019-12-01T08:25:00+00:00","Samratulangi","Asia/Makassar","MDC","WAMM",NA,NA,NA,NA,"2019-12-01T11:45:00+00:00","2019-12-01T11:45:00+00:00",NA,"2019-12-01T11:40:00+00:00","2019-12-01T11:40:00+00:00","Lion Air","JT","LNI","748","JT748","LNI748",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3108","2019-12-01","landed","Soekarno-Hatta International","Asia/Jakarta","CGK","WIII","2","E3",NA,"2019-12-01T04:00:00+00:00","2019-12-01T04:00:00+00:00",NA,"2019-12-01T04:19:00+00:00","2019-12-01T04:19:00+00:00","Samratulangi","Asia/Makassar","MDC","WAMM",NA,NA,NA,NA,"2019-12-01T08:20:00+00:00","2019-12-01T08:20:00+00:00",NA,"2019-12-01T08:12:00+00:00","2019-12-01T08:12:00+00:00","Batik Air","ID","BTK","6280","ID6280","BTK6280",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PKLZL","A320","A320","8A0788"
"3109","2019-12-01","landed","Soekarno-Hatta International","Asia/Jakarta","CGK","WIII","2","D7",NA,"2019-12-01T04:30:00+00:00","2019-12-01T04:30:00+00:00",NA,"2019-12-01T04:44:00+00:00","2019-12-01T04:44:00+00:00","Samratulangi","Asia/Makassar","MDC","WAMM",NA,NA,NA,NA,"2019-12-01T08:55:00+00:00","2019-12-01T08:55:00+00:00",NA,"2019-12-01T08:40:00+00:00","2019-12-01T08:40:00+00:00","Citilink","QG","CTV","300","QG300","CTV300",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PKGTD","A20N","A20N","8A064F"
"3110","2019-12-01","landed","Soekarno-Hatta International","Asia/Jakarta","CGK","WIII","2","E3",NA,"2019-12-01T09:10:00+00:00","2019-12-01T09:10:00+00:00",NA,"2019-12-01T09:41:00+00:00","2019-12-01T09:41:00+00:00","Samratulangi","Asia/Makassar","MDC","WAMM",NA,NA,NA,NA,"2019-12-01T13:30:00+00:00","2019-12-01T13:30:00+00:00",NA,"2019-12-01T13:31:00+00:00","2019-12-01T13:31:00+00:00","Batik Air","ID","BTK","6270","ID6270","BTK6270",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PKLBW","B738","B738","8A04E4"
"3111","2019-12-01","landed","Soekarno-Hatta International","Asia/Jakarta","CGK","WIII","3","U13",12,"2019-12-01T11:00:00+00:00","2019-12-01T11:00:00+00:00","2019-12-01T11:12:00+00:00","2019-12-01T11:40:00+00:00","2019-12-01T11:40:00+00:00","Samratulangi","Asia/Makassar","MDC","WAMM",NA,NA,NA,3,"2019-12-01T15:30:00+00:00","2019-12-01T15:30:00+00:00","2019-12-01T15:33:00+00:00","2019-12-01T15:28:00+00:00","2019-12-01T15:28:00+00:00","Garuda Indonesia","GA","GIA","600","GA600","GIA600",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PKGPL","A332","A332","8A026C"
"3112","2019-12-01","landed","Tolotio","Asia/Makassar","GTO","WAMG",NA,NA,NA,"2019-12-01T06:00:00+00:00","2019-12-01T06:00:00+00:00",NA,"2019-12-01T06:01:00+00:00","2019-12-01T06:01:00+00:00","Samratulangi","Asia/Makassar","MDC","WAMM",NA,NA,NA,NA,"2019-12-01T06:40:00+00:00","2019-12-01T06:40:00+00:00",NA,"2019-12-01T06:49:00+00:00","2019-12-01T06:49:00+00:00","Wings Air (Indonesia)","IW","WON","1164","IW1164","WON1164",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3113","2019-12-01","landed","Babullah","Asia/Jayapura","TTE","WAMT",NA,NA,NA,"2019-12-01T08:35:00+00:00","2019-12-01T08:35:00+00:00",NA,NA,NA,"Samratulangi","Asia/Makassar","MDC","WAMM",NA,NA,NA,NA,"2019-12-01T08:25:00+00:00","2019-12-01T08:25:00+00:00",NA,"2019-12-01T08:16:00+00:00","2019-12-01T08:16:00+00:00","Wings Air (Indonesia)","IW","WON","1173","IW1173","WON1173",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3114","2019-12-01","landed","Juanda","Asia/Jakarta","SUB","WARR",NA,NA,NA,"2019-12-01T11:10:00+00:00","2019-12-01T11:10:00+00:00",NA,"2019-12-01T11:29:00+00:00","2019-12-01T11:29:00+00:00","Samratulangi","Asia/Makassar","MDC","WAMM",NA,NA,NA,NA,"2019-12-01T14:45:00+00:00","2019-12-01T14:45:00+00:00",NA,"2019-12-01T14:49:00+00:00","2019-12-01T14:49:00+00:00","Lion Air","JT","LNI","736","JT736","LNI736",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PKLPF","B739","B739","8A04BA"
"3115","2019-12-01","landed","Hasanudin","Asia/Makassar","UPG","WAAA",NA,NA,NA,"2019-12-01T12:25:00+00:00","2019-12-01T12:25:00+00:00",NA,"2019-12-01T12:55:00+00:00","2019-12-01T12:55:00+00:00","Samratulangi","Asia/Makassar","MDC","WAMM",NA,NA,NA,NA,"2019-12-01T14:05:00+00:00","2019-12-01T14:05:00+00:00",NA,"2019-12-01T14:32:00+00:00","2019-12-01T14:32:00+00:00","Lion Air","JT","LNI","778","JT778","LNI778",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3116","2019-12-01","landed","Ngurah Rai International","Asia/Makassar","DPS","WADD","D",NA,NA,"2019-12-01T13:15:00+00:00","2019-12-01T13:15:00+00:00",NA,"2019-12-01T13:44:00+00:00","2019-12-01T13:44:00+00:00","Samratulangi","Asia/Makassar","MDC","WAMM",NA,NA,NA,NA,"2019-12-01T15:35:00+00:00","2019-12-01T15:35:00+00:00",NA,"2019-12-01T15:48:00+00:00","2019-12-01T15:48:00+00:00","Lion Air","JT","LNI","776","JT776","LNI776",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PKLPI","B739","B739","8A04BC"
"3117","2019-12-01","landed","Babullah","Asia/Jayapura","TTE","WAMT",NA,NA,NA,"2019-12-01T14:10:00+00:00","2019-12-01T14:10:00+00:00",NA,"2019-12-01T14:00:00+00:00","2019-12-01T14:00:00+00:00","Samratulangi","Asia/Makassar","MDC","WAMM",NA,NA,NA,NA,"2019-12-01T14:00:00+00:00","2019-12-01T14:00:00+00:00",NA,"2019-12-01T13:49:00+00:00","2019-12-01T13:49:00+00:00","Wings Air (Indonesia)","IW","WON","1171","IW1171","WON1171",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3118","2019-12-01","landed","Babullah","Asia/Jayapura","TTE","WAMT",NA,NA,NA,"2019-12-01T16:30:00+00:00","2019-12-01T16:30:00+00:00",NA,"2019-12-01T16:38:00+00:00","2019-12-01T16:38:00+00:00","Samratulangi","Asia/Makassar","MDC","WAMM",NA,NA,NA,NA,"2019-12-01T16:20:00+00:00","2019-12-01T16:20:00+00:00",NA,"2019-12-01T16:26:00+00:00","2019-12-01T16:26:00+00:00","Wings Air (Indonesia)","IW","WON","1175","IW1175","WON1175",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3119","2019-12-01","landed","Jefman","Asia/Jayapura","SOQ","WASS",NA,NA,NA,"2019-12-01T16:40:00+00:00","2019-12-01T16:40:00+00:00",NA,NA,NA,"Samratulangi","Asia/Makassar","MDC","WAMM",NA,NA,NA,NA,"2019-12-01T17:20:00+00:00","2019-12-01T17:20:00+00:00",NA,"2019-12-01T16:46:00+00:00","2019-12-01T16:46:00+00:00","Lion Air","JT","LNI","799","JT799","LNI799",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3120","2019-12-01","landed","Soekarno-Hatta International","Asia/Jakarta","CGK","WIII","2","E4",NA,"2019-12-01T15:30:00+00:00","2019-12-01T15:30:00+00:00",NA,"2019-12-01T16:05:00+00:00","2019-12-01T16:05:00+00:00","Samratulangi","Asia/Makassar","MDC","WAMM",NA,NA,NA,NA,"2019-12-01T19:40:00+00:00","2019-12-01T19:40:00+00:00",NA,"2019-12-01T19:50:00+00:00","2019-12-01T19:50:00+00:00","Batik Air","ID","BTK","6272","ID6272","BTK6272",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PKLUY","A320","A320","8A063C"
"3121","2019-12-01","landed","Bubung / Aminuddin Amir","Asia/Makassar","LUW","WAMW",NA,NA,NA,"2019-12-01T17:25:00+00:00","2019-12-01T17:25:00+00:00",NA,NA,NA,"Samratulangi","Asia/Makassar","MDC","WAMM",NA,NA,NA,NA,"2019-12-01T18:45:00+00:00","2019-12-01T18:45:00+00:00",NA,"2019-12-01T18:12:00+00:00","2019-12-01T18:12:00+00:00","Wings Air (Indonesia)","IW","WON","1188","IW1188","WON1188",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3122","2019-12-01","landed","Tolotio","Asia/Makassar","GTO","WAMG",NA,NA,NA,"2019-12-01T18:45:00+00:00","2019-12-01T18:45:00+00:00",NA,"2019-12-01T18:43:00+00:00","2019-12-01T18:43:00+00:00","Samratulangi","Asia/Makassar","MDC","WAMM",NA,NA,NA,NA,"2019-12-01T19:25:00+00:00","2019-12-01T19:25:00+00:00",NA,"2019-12-01T19:27:00+00:00","2019-12-01T19:27:00+00:00","Wings Air (Indonesia)","IW","WON","1166","IW1166","WON1166",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3123","2019-12-01","landed","Soekarno-Hatta International","Asia/Jakarta","CGK","WIII","1","B5",NA,"2019-12-01T18:10:00+00:00","2019-12-01T18:10:00+00:00",NA,"2019-12-01T18:29:00+00:00","2019-12-01T18:29:00+00:00","Samratulangi","Asia/Makassar","MDC","WAMM",NA,NA,NA,NA,"2019-12-01T22:30:00+00:00","2019-12-01T22:30:00+00:00",NA,"2019-12-01T22:17:00+00:00","2019-12-01T22:17:00+00:00","Lion Air","JT","LNI","770","JT770","LNI770",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PKLJF","B739","B739","8A02A4"
"3124","2019-12-01","landed","Soekarno-Hatta International","Asia/Jakarta","CGK","WIII","3","U26",NA,"2019-12-01T18:15:00+00:00","2019-12-01T18:15:00+00:00","2019-12-01T18:11:00+00:00","2019-12-01T19:06:00+00:00","2019-12-01T19:06:00+00:00","Samratulangi","Asia/Makassar","MDC","WAMM",NA,NA,NA,15,"2019-12-01T22:45:00+00:00","2019-12-01T22:45:00+00:00","2019-12-01T23:00:00+00:00","2019-12-01T22:55:00+00:00","2019-12-01T22:55:00+00:00","Etihad Airways","EY","ETD","8144","EY8144","ETD8144",NA,NA,NA,"Garuda Indonesia","GA","GIA","606","GA606","GIA606",NA,NA,NA,NA
"3125","2019-12-01","landed","Soekarno-Hatta International","Asia/Jakarta","CGK","WIII","3","U26",NA,"2019-12-01T18:15:00+00:00","2019-12-01T18:15:00+00:00","2019-12-01T18:11:00+00:00","2019-12-01T19:06:00+00:00","2019-12-01T19:06:00+00:00","Samratulangi","Asia/Makassar","MDC","WAMM",NA,NA,NA,15,"2019-12-01T22:45:00+00:00","2019-12-01T22:45:00+00:00","2019-12-01T23:00:00+00:00","2019-12-01T22:55:00+00:00","2019-12-01T22:55:00+00:00","Garuda Indonesia","GA","GIA","606","GA606","GIA606",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PKGFM","B738","B738","8A026E"
"3126","2019-12-01","landed","Hasanudin","Asia/Makassar","UPG","WAAA",NA,NA,NA,"2019-12-01T20:40:00+00:00","2019-12-01T20:40:00+00:00",NA,"2019-12-01T20:51:00+00:00","2019-12-01T20:51:00+00:00","Samratulangi","Asia/Makassar","MDC","WAMM",NA,NA,NA,NA,"2019-12-01T22:20:00+00:00","2019-12-01T22:20:00+00:00",NA,"2019-12-01T22:09:00+00:00","2019-12-01T22:09:00+00:00","Lion Air","JT","LNI","740","JT740","LNI740",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3127","2019-12-01","landed","Guangzhou Baiyun International","Asia/Shanghai","CAN","ZGGG","1","103",20,"2019-12-01T22:15:00+00:00","2019-12-01T22:15:00+00:00","2019-12-01T21:57:00+00:00","2019-12-01T22:27:00+00:00","2019-12-01T22:27:00+00:00","Samratulangi","Asia/Makassar","MDC","WAMM","I",NA,NA,12,"2019-12-02T02:15:00+00:00","2019-12-02T02:15:00+00:00",NA,"2019-12-02T02:11:00+00:00","2019-12-02T02:11:00+00:00","Lion Air","JT","LNI","2740","JT2740","LNI2740",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PKLPF","B739","B739","8A04BA"
"3128","2019-12-02","landed","Soekarno-Hatta International","Asia/Jakarta","CGK","WIII","2","E3",NA,"2019-12-02T04:00:00+00:00","2019-12-02T04:00:00+00:00",NA,"2019-12-02T04:16:00+00:00","2019-12-02T04:16:00+00:00","Samratulangi","Asia/Makassar","MDC","WAMM",NA,NA,NA,NA,"2019-12-02T08:20:00+00:00","2019-12-02T08:20:00+00:00",NA,"2019-12-02T08:10:00+00:00","2019-12-02T08:10:00+00:00","Batik Air","ID","BTK","6280","ID6280","BTK6280",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PKLZL","A320","A320","8A0788"
"3129","2019-12-02","landed","Soekarno-Hatta International","Asia/Jakarta","CGK","WIII","2","D6",NA,"2019-12-02T04:30:00+00:00","2019-12-02T04:30:00+00:00",NA,"2019-12-02T04:48:00+00:00","2019-12-02T04:48:00+00:00","Samratulangi","Asia/Makassar","MDC","WAMM",NA,NA,NA,NA,"2019-12-02T08:55:00+00:00","2019-12-02T08:55:00+00:00",NA,"2019-12-02T08:39:00+00:00","2019-12-02T08:39:00+00:00","Citilink","QG","CTV","300","QG300","CTV300",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PKGTD","A20N","A20N","8A064F"
"3130","2019-12-02","landed","Tolotio","Asia/Makassar","GTO","WAMG",NA,NA,NA,"2019-12-02T06:00:00+00:00","2019-12-02T06:00:00+00:00",NA,"2019-12-02T06:05:00+00:00","2019-12-02T06:05:00+00:00","Samratulangi","Asia/Makassar","MDC","WAMM",NA,NA,NA,NA,"2019-12-02T06:40:00+00:00","2019-12-02T06:40:00+00:00",NA,"2019-12-02T06:53:00+00:00","2019-12-02T06:53:00+00:00","Wings Air (Indonesia)","IW","WON","1164","IW1164","WON1164",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3131","2019-12-02","landed","Singapore Changi","Asia/Singapore","SIN","WSSS","2","F35",39,"2019-12-02T09:20:00+00:00","2019-12-02T09:20:00+00:00","2019-12-02T09:59:00+00:00","2019-12-02T10:15:00+00:00","2019-12-02T10:15:00+00:00","Samratulangi","Asia/Makassar","MDC","WAMM",NA,NA,NA,NA,"2019-12-02T13:05:00+00:00","2019-12-02T13:05:00+00:00",NA,"2019-12-02T13:12:00+00:00","2019-12-02T13:12:00+00:00","Garuda Indonesia","GA","GIA","9024","GA9024","GIA9024",NA,NA,NA,"SilkAir","MI","SLK","274","MI274","SLK274",NA,NA,NA,NA
"3132","2019-12-02","landed","Singapore Changi","Asia/Singapore","SIN","WSSS","2","F35",39,"2019-12-02T09:20:00+00:00","2019-12-02T09:20:00+00:00","2019-12-02T09:59:00+00:00","2019-12-02T10:15:00+00:00","2019-12-02T10:15:00+00:00","Samratulangi","Asia/Makassar","MDC","WAMM",NA,NA,NA,NA,"2019-12-02T13:05:00+00:00","2019-12-02T13:05:00+00:00",NA,"2019-12-02T13:12:00+00:00","2019-12-02T13:12:00+00:00","Singapore Airlines","SQ","SIA","5274","SQ5274","SIA5274",NA,NA,NA,"SilkAir","MI","SLK","274","MI274","SLK274",NA,NA,NA,NA
"3133","2019-12-02","landed","Singapore Changi","Asia/Singapore","SIN","WSSS","2","F35",39,"2019-12-02T09:20:00+00:00","2019-12-02T09:20:00+00:00","2019-12-02T09:59:00+00:00","2019-12-02T10:15:00+00:00","2019-12-02T10:15:00+00:00","Samratulangi","Asia/Makassar","MDC","WAMM",NA,NA,NA,NA,"2019-12-02T13:05:00+00:00","2019-12-02T13:05:00+00:00",NA,"2019-12-02T13:12:00+00:00","2019-12-02T13:12:00+00:00","Vistara","UK","VTI","5274","UK5274","VTI5274",NA,NA,NA,"SilkAir","MI","SLK","274","MI274","SLK274",NA,NA,NA,NA
